ItemId,CostPrice,RegularPrice,ItemStatus
SSD-SM990P2T,770,1057.0,True
SSD-SM990P4T,1430,1963.0,True
SSD-SM9B1256,69,95.0,False
SSD-SM-V9100,470,645.0,True
SSD-SM-V9200,699,959.0,True
WDS5801000,285,391.0,True
WDS5802000,439,602.0,False
WDS580500,159,218.0,False
94SSD-G325-100,299,410.0,False
94SSD-G325-200,499,685.0,True
CRS-P3-1000,199,273.0,False
CRS-P3-2000,464,637.0,False
CRS-P3-4000,850,1167.0,True
CRS-P3-500,145,199.0,False
SSD-SM991256,69,95.0,False
SSD-V7S1T0BW,395,542.0,True
SSD-V7S2T0BW,640,878.0,True
SSD-V7S500BW,219,301.0,False
SSD-V8V1T0BW,380,522.0,True
SSD-V8V500BW,229,314.0,True
WDS5701000,169,232.0,False
ADS-650-240,69,95.0,False
CRS-500BX500,139,191.0,True
KING-SSD240A4,99,136.0,True
KING-SSD480A4,139,191.0,True
KING-SSD960A4,229,314.0,True
NT-SSD600-1T,299,410.0,True
NT-SSD600-256,89,122.0,False
NT-SSD600-512,159,218.0,True
SSD-SM87E1T,429,589.0,True
SSD-SM87E2T,665,913.0,True
SSD-SM87E4T,1350,1853.0,True
SSD-SM87E500,229,314.0,True
SSD-SN-4101T0,299,410.0,False
SSD-SN-4101T01,229,314.0,False
SSD-SN-4102000,390,535.0,False
SSD-SN-410241,84,115.0,False
SSD-SN-410481,139,191.0,False
WDS1003,190,261.0,False
WD101PURP,999,1371.0,False
WD102KRYZ,1099,1508.0,False
WD10EZEX,195,268.0,False
WD10PURZ,199,273.0,False
WD121KRYZ,1290,1770.0,False
WD121PURP,1090,1496.0,False
WD142KRYZ,1299,1783.0,False
WD181KRYZ,1900,2608.0,True
WD181PURP,1399,1920.0,False
WD2005FBYZ,494,678.0,False
WD20EFPX,375,515.0,False
WD20EZBX,259,355.0,True
WD23PURZ,249,342.0,False
WD4003FRYZ,699,959.0,True
WD40EFPX,490,672.0,True
WD40EZAX,399,548.0,False
WD43PURZ,375,515.0,False
WD8001PURP,799,1097.0,False
WD8004FRYZ,995,1366.0,False
WD80EFZZ,850,1167.0,False
TH-2001,235,323.0,False
ST-HD1000,139,191.0,False
ST-HD2001,195,268.0,False
ST-HD4000,289,397.0,False
WD-E1000,219,301.0,False
WD-E2000,269,369.0,False
WD-E4001,399,548.0,False
WD-P1001,229,314.0,True
WD-P2001,275,377.0,True
WD-P4001,419,575.0,True
WD-P5001,469,644.0,True
NT-HDX-3381,219,301.0,True
NT-HDX-3382,269,369.0,True
NT-HDX-3384,385,528.0,False
NT-HDX-391,249,342.0,True
NT-HDX-392,299,410.0,True
KSSDX-1010,319,438.0,True
KSSDX-1020,475,652.0,True
NT-ZS-1001,319,438.0,True
NT-ZS-2001,490,672.0,True
NT-ZS-501,99,136.0,False
NT-ZX10-1000,390,535.0,True
NT-ZX10-2000,554,760.0,True
SMS-SM-T7200,565,775.0,True
SMS-T75107,330,453.0,False
KU-DTKN51200,109,143.0,False
KU-DTX12800,27,42.0,False
KU-DTXM25602,59,77.0,True
KU-DTXM6400,19,29.0,True
KU-DTXM12801,29,38.0,True
KH-6430,32,50.0,True
NT-SD-P5-1280,29,45.0,False
NT-SD-P5-2560,55,85.0,True
22201,57,88.0,True
22212,99,154.0,True
22217,99,154.0,False
AED600,47,73.0,False
DEC-HD25S,28,43.0,True
DEC-HD25U3G,34,53.0,True
DEC-HDDS-U3,93,144.0,False
EC700G,159,247.0,False
E-HDDS2-U3,123,191.0,False
E-HD-U3,93,144.0,False
E-USB3-M2,52,81.0,True
K10435,83,129.0,True
K1696P2,89,138.0,False
K3016CL,415,644.0,False
K3016SD,310,481.0,False
K35272U3,208,323.0,False
K35274D,562,872.0,False
NT-WH12A,49,76.0,True
NT-WH12C,49,76.0,True
NT-WH51A,59,92.0,True
NT-WH51C,74,115.0,True
NT-WK12,15,23.0,True
NT-WK13,19,29.0,True
NT-WK14,24,37.0,True
USBCR3,56,87.0,True
AN1-4000,149,213.0,False
AN1-AX20-E,149,213.0,False
AN1-AX51,175,251.0,True
AN1-AX61E,189,271.0,True
AN1-AX81E,229,328.0,True
AN1-AX90,249,357.0,True
AN1-C8,349,500.0,False
AN1-C8-W,369,528.0,False
AN1-CX200M-RE,179,256.0,True
AN1-CX200M-REW,189,271.0,False
AN1-DF600F,319,457.0,True
AN1-DF700FW,339,485.0,True
AN1-NX270TG,149,213.0,True
AN1-NX290,159,228.0,True
AN1-NX292,179,256.0,True
AN1-NX292W,189,271.0,True
AN1-NX360E,175,251.0,True
AN1-NX410-2,219,314.0,True
AN1-NX410W-2,229,328.0,True
AN1-NX4160,285,408.0,True
AN1-NX4161,295,422.0,False
AN1-NX500MAR,175,251.0,True
AN1-P101S,359,514.0,True
AN1-P10F,295,422.0,False
AN1-P120C,375,537.0,False
AN1-P20C,319,457.0,True
AN1-P20CE,315,451.0,False
AN1-P20CR,339,485.0,True
AN1-P20CW,325,465.0,True
AN1-P5,199,285.0,True
AN1-P7N,219,314.0,False
AN1-P7S,259,371.0,True
AN1-PER1,530,759.0,True
AN1-PER1-S,520,745.0,False
AN1-PER1-W,525,752.0,True
AN3-FU1212,59,106.0,False
AN3-S120R,26,47.0,False
CLM-C5045,440,630.0,False
CLM-C7004,950,1360.0,True
CLM-C7025,760,1088.0,True
210-1000D,1790,2563.0,False
210-220TB,329,471.0,False
210-3000251,279,400.0,True
210-3000252,299,428.0,False
210-3000255,359,514.0,True
210-3000256,359,514.0,True
210-4000200,299,428.0,True
210-4000201,299,428.0,False
210-4000204,440,630.0,False
210-4000205,399,571.0,True
210-4000240,555,795.0,True
210-4000241,554,793.0,True
210-5000209,399,571.0,False
210-5000210,575,823.0,True
210-5000211,540,773.0,False
210-5000212,650,931.0,True
210-5000213,650,931.0,True
210-5000230,1180,1690.0,True
210-5000242,799,1144.0,True
210-7000218,970,1389.0,True
210-7000226,1099,1574.0,False
211-8900434,60,120.0,False
931606,169,242.0,False
931610,159,228.0,True
211-8900206,60,120.0,False
211-8900432,70,140.0,True
211-8900433,70,140.0,False
211-8900435,60,120.0,False
211-8900436,60,120.0,True
211-8900437,60,120.0,True
211-8900489,100,200.0,True
211-8900490,100,200.0,True
211-8900491,100,200.0,False
211-8900492,100,200.0,False
211-8900501,90,180.0,True
211-8900502,90,180.0,True
211-8900503,90,180.0,True
211-8900504,90,180.0,True
211-8900547,200,400.0,False
AN11-20AX,40,80.0,True
AN11-20P,70,140.0,False
AN11-270NX,40,80.0,False
AN11-2902NX,60,120.0,True
AN11-2902NXW,60,120.0,True
AN11-300NX,60,120.0,False
AN11-31DP,50,100.0,False
AN11-360NX,50,100.0,False
AN11-400NX,60,120.0,True
AN11-410NX,60,120.0,True
AN11-51AX,45,90.0,True
AN11-600NX,70,140.0,False
AN11-61AX,55,110.0,True
AN11-700NX,70,140.0,True
AN11-81AX,70,140.0,False
AN11-90AX,70,140.0,True
AN11-DF67800,70,140.0,False
AN3-F120BU,17,26.0,True
AN3-F120BUW,17,26.0,False
AN3-F121BU,17,30.0,True
AN3-F140BU,19,34.0,False
AN3-FS1211,43,77.0,False
AN3-FS1233,119,213.0,False
AN3-FST3120,29,52.0,True
AN3-FST3140,43,77.0,False
AN3-FU1211,65,116.0,False
AN3-FU1213,169,303.0,True
AN3-FU1215,269,482.0,True
AN3-P1210,29,52.0,False
AN3-P1230,59,106.0,True
AN3-P12300,109,195.0,False
AN3-P12500,169,303.0,False
215-F140BU,30,47.0,False
215-SP120108,57,102.0,False
40905,7,11.0,False
40907,11,17.0,True
CLM-F120BUW,15,27.0,False
CLM-MF12183,139,216.0,False
CLM-MF12222,27,48.0,False
CLM-MF12223,33,51.0,False
CLM-MF1402,35,63.0,False
215-F121BU,15,27.0,False
221-8920335,79,198.0,True
29046,6,15.0,False
29050,4,10.0,True
29052,4,6.0,True
29053,7,18.0,False
29058,2,5.0,True
29076,7,18.0,False
29078,3,8.0,True
29090,1,2.0,True
29999,17,42.0,True
40900,8,20.0,True
AN8-30101B,99,154.0,True
AN8-30204GW,99,154.0,False
AN8-30205PB,49,76.0,True
AN8-30205PW,49,76.0,True
AN8-HCG22,29,45.0,True
AN8-SP11,29,45.0,True
AN9-77707,129,200.0,True
AN9-77714,149,231.0,True
AN9-77720,119,185.0,True
AN9-77721,135,209.0,True
AN9-77724,30,47.0,True
AN9-77725,40,62.0,True
AN9-77736,33,51.0,True
AN9-77737,23,36.0,True
AN9-77739,29,45.0,True
AN9-77799,159,247.0,True
AN9-77803,25,39.0,True
CLM-ARGB-R2,91,141.0,True
CLM-B000,85,132.0,True
CLM-B1602,39,61.0,True
TM-SPK,5,12.0,False
AN22-ATV550,149,204.0,True
AN2-AB650,185,254.0,True
AN2-AB750,199,273.0,True
AN2-AV7500,185,254.0,True
AN2-CSK5500,165,226.0,False
AN2-CSK6500,195,268.0,True
AN2-CSK7500,225,309.0,True
AN2-NE100030,495,679.0,False
AN2-NE130030,575,789.0,False
AN2-NE750GM,319,438.0,True
AN2-NE85010,375,515.0,True
AN2-NE85030,459,630.0,False
AN2-NE850GM,375,515.0,True
AN2-SP1000,699,959.0,False
AN2-SP1300,890,1221.0,True
AN2-ST1000,870,1194.0,True
AN2-VP550P,149,204.0,False
AN2-VP650P,175,240.0,False
94P10101,540,741.0,False
94P10105,595,817.0,False
94P1200,899,1234.0,False
94P6505,229,314.0,True
94P7500,359,493.0,True
94P7510,299,410.0,False
94P8500,469,644.0,True
94P85005,430,590.0,True
94P85009,399,548.0,False
94P8510,339,465.0,False
CLM-P105130,555,762.0,True
CLM-P1250,580,796.0,True
CLM-P125130,630,865.0,True
CLM-P1313,870,1194.0,True
CLM-P2000,1430,1963.0,False
CLM-P6002,169,232.0,True
CLM-P6015,189,259.0,False
CLM-P7002,199,273.0,False
CLM-P7015,229,314.0,False
CLM-P7522,249,342.0,False
CLM-P7530,269,369.0,False
CLM-P8000,349,479.0,False
CLM-P8502,399,548.0,False
220-AX1600I,1790,2457.0,True
220-CX650278,223,306.0,True
220-CX750279,265,364.0,True
220-HX1000259,899,1234.0,True
