ItemId,CostPrice,RegularPrice,ItemStatus,PriceList
95B65101,1480,2031.0,True,פרטי
95B65110,1029,1412.0,True,פרטי
95X67010,999,1371.0,True,פרטי
95X67030-2,1099,1508.0,True,פרטי
95X67150,1880,2580.0,False,פרטי
95A52001,229,314.0,False,פרטי
95A52003,249,342.0,True,פרטי
95A52005,265,364.0,False,פרטי
95A52006,269,369.0,True,פרטי
95A52007,269,369.0,True,פרטי
95B55010,429,589.0,True,פרטי
95B55017,385,528.0,True,פרטי
95B55022,530,727.0,False,פרטי
95B55023,530,727.0,True,פרטי
95B55037,619,850.0,True,פרטי
95TRX50,2850,3911.0,False,פרטי
95N412000,379,520.0,True,פרטי
PA165044,540,709.0,False,פרטי
PA4080S-1600,3999,5250.0,True,פרטי
GVN10300,309,406.0,True,פרטי
GVN10302,309,406.0,True,פרטי
GVN10304,299,393.0,True,פרטי
GVN16545,665,873.0,True,פרטי
GVN3050600,780,1024.0,True,פרטי
GVN3050610,780,1024.0,True,פרטי
GVN3050620,775,1017.0,True,פרטי
GVN30601211,1199,1574.0,True,פרטי
GVN30601220,1169,1535.0,False,פרטי
GVN30601221,1129,1482.0,True,פרטי
GVN3060800,1049,1377.0,True,פרטי
GVN3060802,1069,1403.0,True,פרטי
GVN3070401,2850,3741.0,False,פרטי
GVN40601111,1299,1705.0,True,פרטי
GVN40601121,1219,1600.0,True,פרטי
GVN40601130,1199,1574.0,True,פרטי
GVN40601140,1499,1968.0,False,פרטי
GVN40601150,1350,1772.0,True,פרטי
GVN40601160,1199,1574.0,True,פרטי
GVN40608003,1640,2153.0,True,פרטי
GVN40608011,1699,2230.0,True,פרטי
GVN40608021,1820,2389.0,True,פרטי
GVN40608025,1699,2230.0,False,פרטי
GVN4068100,1970,2586.0,True,פרטי
GVN4068110,1970,2586.0,True,פרטי
GVN4070003,2350,3085.0,False,פרטי
GVN4070004,2360,3098.0,True,פרטי
GVN4070011,2430,3190.0,True,פרטי
GVN4070012,2440,3203.0,True,פרטי
GVN4070020,2199,2887.0,True,פרטי
GVN4070030,2480,3256.0,True,פרטי
GVN4070032,2499,3281.0,True,פרטי
GVN4070040,2750,3610.0,True,פרטי
GVN40701200,3399,4462.0,True,פרטי
GVN40701210,3430,4503.0,True,פרטי
GVN40701211,3450,4529.0,False,פרטי
GVN40701220,3399,4462.0,False,פרטי
GVN40701222,3399,4462.0,True,פרטי
GVN40701225,3490,4581.0,False,פרטי
GVN40701230,3590,4713.0,False,פרטי
GVN40701240,3370,4424.0,True,פרטי
GVN40701250,3799,4987.0,True,פרטי
GVN407-S12100,2499,3281.0,True,פרטי
GVN407-S12200,2599,3412.0,True,פרטי
GVN407-S12250,2799,3674.0,True,פרטי
GVN407-S12300,2540,3334.0,False,פרטי
GVN407-S12301,2570,3374.0,True,פרטי
GVN407-S12400,2599,3412.0,True,פרטי
GVN407-TS1600,3370,4424.0,True,פרטי
GVN407-TS1610,3630,4765.0,True,פרטי
GVN407-TS1630,3460,4542.0,True,פרטי
GVN407-TS1640,3520,4621.0,True,פרטי
GVN407-TS1660,3560,4673.0,True,פרטי
GVN407-TS1670,3699,4856.0,False,פרטי
GVN40802401,4990,6551.0,False,פרטי
GVN40802420,4999,6562.0,False,פרטי
GVN40802430,4660,6117.0,False,פרטי
GVN408-S6002,4190,5500.0,False,פרטי
GVN408-S6011,4390,5763.0,True,פרטי
GVN408-S6030,4670,6130.0,False,פרטי
GVN408-S6040,4399,5775.0,True,פרטי
GVN40902401,7290,9135.0,False,פרטי
GVN40902410,7700,9649.0,True,פרטי
GVN40902422,7250,9085.0,False,פרטי
GVN40902430,7950,9962.0,False,פרטי
GVN40902440,7390,9260.0,True,פרטי
GVN7125,209,274.0,True,פרטי
GVN7326,299,393.0,False,פרטי
GVN7327,239,314.0,False,פרטי
PNY-A1000,1695,2225.0,False,פרטי
PNY-A2012,2190,2875.0,True,פרטי
PNY-A400,644,845.0,False,פרטי
PNY-A4000,3999,5250.0,False,פרטי
PNY-A4500,5700,7142.0,False,פרטי
PNY-A5000,8260,10350.0,False,פרטי
PNY-T1008,1590,2087.0,True,פרטי
PNY-T404,599,786.0,True,פרטי
ASV-4060-8230,1229,1613.0,True,פרטי
MSI-N1650420,629,826.0,True,פרטי
GVR76000,1099,1443.0,True,פרטי
GVR7902010,3170,4161.0,True,פרטי
GVR791111,4090,5369.0,True,פרטי
GVRX64000,599,786.0,True,פרטי
GVRX76300,1299,1705.0,True,פרטי
GVRX770120,1870,2455.0,True,פרטי
GVRX780160,2099,2755.0,True,פרטי
II514400FT,770,1057.0,True,פרטי
II514400T,820,1125.0,True,פרטי
II514500T,940,1290.0,False,פרטי
II514600KFT,1069,1403.0,False,פרטי
II514600KT,1159,1521.0,True,פרטי
II514600T,999,1371.0,False,פרטי
II714700FB,1470,1930.0,False,פרטי
II714700FT,1450,1903.0,True,פרטי
II714700KFT,1499,1968.0,True,פרטי
II714700KT,1590,2087.0,True,פרטי
II714700T,1499,1968.0,True,פרטי
II914900B,2370,3111.0,False,פרטי
II914900KFT,2150,2822.0,True,פרטי
II914900KT,2290,3006.0,True,פרטי
II313100B,575,789.0,False,פרטי
II313100FT,459,630.0,False,פרטי
II313100T,499,685.0,True,פרטי
II513400B,790,1084.0,False,פרטי
II513400FT,690,947.0,True,פרטי
II513400T,760,1043.0,True,פרטי
II513500B,960,1318.0,False,פרטי
II513500T,870,1194.0,True,פרטי
II513600KFT,950,1304.0,True,פרטי
II513600KT,1099,1443.0,True,פרטי
II713700B,1575,2068.0,False,פרטי
II713700FB,1419,1863.0,False,פרטי
II713700FT,1430,1877.0,True,פרטי
II713700KFT,1399,1837.0,True,פרטי
II713700KT,1499,1968.0,True,פרטי
II713700T,1460,1917.0,True,פרטי
II913900B,2290,3006.0,False,פרטי
II913900FB,2150,2822.0,False,פרטי
II913900FT,2090,2744.0,False,פרטי
II913900KFT,2199,2887.0,False,פרטי
II913900KT,2199,2887.0,False,פרטי
II913900T,2160,2836.0,False,פרטי
II312100FT,269,369.0,True,פרטי
II312100T,369,506.0,True,פרטי
II512400B,590,810.0,False,פרטי
II512400FT,460,631.0,True,פרטי
II512400T,550,755.0,True,פרטי
II512500T,699,959.0,True,פרטי
II512600KFT,675,926.0,True,פרטי
II512600KT,790,1084.0,False,פרטי
II712700B,1030,1352.0,False,פרטי
II712700FB,980,1345.0,False,פרטי
II712700FT,890,1221.0,True,פרטי
II712700KB,1099,1443.0,False,פרטי
II712700KFT,970,1331.0,True,פרטי
II712700KT,995,1366.0,True,פרטי
II712700T,960,1318.0,True,פרטי
II912900KFB,1760,2310.0,False,פרטי
II912900KFT,1640,2153.0,False,פרטי
II511400B,599,822.0,False,פרטי
II511400T,480,659.0,True,פרטי
II711700FB,1099,1443.0,False,פרטי
II711700T,840,1153.0,False,פרטי
IG6405B,269,369.0,True,פרטי
IG6405T,249,342.0,True,פרטי
II310105FT,199,273.0,True,פרטי
II310105T,385,528.0,True,פרטי
II510400FT,329,452.0,True,פרטי
II510400T,470,645.0,True,פרטי
II710700KT,999,1371.0,False,פרטי
II710700T,790,1084.0,False,פרטי
AMD-R57600XT,750,1029.0,True,פרטי
AMD-R58500G,715,981.0,False,פרטי
AMD-R58600G,870,1194.0,False,פרטי
AMD-R77700T,795,1091.0,True,פרטי
AMD-R77700XT,1149,1508.0,False,פרטי
AMD-R7780030,1299,1705.0,True,פרטי
AMD-R78700G,1270,1667.0,False,פרטי
AMD-R97900XT,1390,1825.0,True,פרטי
AMD-R97950X3DT,1970,2586.0,True,פרטי
AMD-R97950XT,1870,2455.0,True,פרטי
AMD-R55500T,319,438.0,True,פרטי
AMD-R55600GT,449,616.0,True,פרטי
AMD-R55600GTB,540,741.0,False,פרטי
AMD-R55600T,390,535.0,True,פרטי
AMD-R55600XT,499,685.0,True,פרטי
AMD-R75700,699,959.0,False,פרטי
AMD-R75700GT,690,947.0,True,פרטי
AMD-R75700X3D,960,1318.0,False,פרטי
AMD-R75800X,750,1029.0,False,פרטי
AMD-R75800X3D,1099,1443.0,False,פרטי
AMD-R75800XT,730,1002.0,False,פרטי
CLM-B175420,4,6.0,True,פרטי
CLM-F2126,149,231.0,True,פרטי
CLM-F2127,116,180.0,False,פרטי
CLM-F2128,135,209.0,True,פרטי
CLM-F2150,149,231.0,False,פרטי
CLM-F2155,159,247.0,True,פרטי
CLM-F410R,87,135.0,False,פרטי
CLM-F4111,69,107.0,False,פרטי
CLM-F6120,349,541.0,False,פרטי
CLM-F61243,393,610.0,False,פרטי
CLM-F62200,242,375.0,False,פרטי
CLM-F70C,34,53.0,False,פרטי
CLM-F71C,57,88.0,False,פרטי
CLM-FMA824,410,636.0,False,פרטי
AN3-A30NAR,59,92.0,True,פרטי
AN3-A30NEO,49,76.0,True,פרטי
AN3-A30P,40,62.0,True,פרטי
AN3-A400I,79,123.0,True,פרטי
AN3-A400R,109,169.0,True,פרטי
AN3-A40P,75,116.0,True,פרטי
AN3-B1700AC,9,14.0,True,פרטי
AN3-F4001,129,200.0,True,פרטי
AN3-T120,43,67.0,True,פרטי
IF-RM1,49,76.0,True,פרטי
IF-RS1,39,61.0,True,פרטי
NH-D15,399,619.0,True,פרטי
NH-D15BK,440,683.0,True,פרטי
DC-AK620,335,460.0,True,פרטי
DC-AK620DIG,379,520.0,False,פרטי
CLM-L2421,299,410.0,False,פרטי
CLM-L2424,279,383.0,True,פרטי
CLM-L3602W,353,484.0,False,פרטי
CLM-L3603,353,484.0,True,פרטי
AN3-SYM2401,259,355.0,True,פרטי
AN3-SYM3601,322,442.0,True,פרטי
AN3-SYM3606,343,471.0,True,פרטי
AN3-V2400,290,398.0,True,פרטי
AN3-V3600,333,457.0,True,פרטי
215-H1000078,519,712.0,True,פרטי
215-H1001005,740,1016.0,True,פרטי
215-H10053,349,479.0,True,פרטי
215-H10058,530,727.0,True,פרטי
215-H10068,655,899.0,True,פרטי
215-H10072,650,892.0,True,פרטי
215-H11559,540,741.0,True,פרטי
215-H11569,665,913.0,True,פרטי
215-H1500079,670,920.0,False,פרטי
215-H1501003,890,1221.0,True,פרטי
215-H1501006,899,1234.0,False,פרטי
215-H15054,419,575.0,True,פרטי
215-H15060,690,947.0,False,פרטי
215-H15070,799,1097.0,True,פרטי
215-H15073,850,1167.0,True,פרטי
215-H1701004,999,1371.0,False,פרטי
215-H17071,930,1276.0,True,פרטי
94LC2405,399,548.0,True,פרטי
94LC2410,399,548.0,False,פרטי
94LC3602,730,1002.0,False,פרטי
94LC3610,499,685.0,False,פרטי
94LC3620,499,685.0,False,פרטי
CLM-MG-FUZE,39,54.0,True,פרטי
CLM-MG-ICE,29,40.0,True,פרטי
CLM-MGMK,29,40.0,False,פרטי
CLM-MGP2,29,40.0,False,פרטי
CLM-MGRR,23,32.0,False,פרטי
KF51648001,210,276.0,True,פרטי
KF51652401,225,295.0,True,פרטי
KF5165600R,440,578.0,False,פרטי
KF5166001,249,327.0,True,פרטי
KF5166002,249,327.0,True,פרטי
KF53248001,390,512.0,True,פרטי
KF53252001,399,524.0,False,פרטי
KF53252021,369,484.0,False,פרטי
KF532524002,369,484.0,False,פרטי
KF5325611,419,550.0,False,פרטי
KF5326011,443,582.0,False,פרטי
KF5-326036-RAE,499,655.0,True,פרטי
KF5-326036W-XE,519,681.0,True,פרטי
KF5-326040,480,630.0,False,פרטי
KF5-6460360XE,870,1142.0,True,פרטי
KF5-6460361AE,469,616.0,False,פרטי
KF5-646036RAE,980,1286.0,True,פרטי
KV5-3252100,399,524.0,False,פרטי
SK5-3260404000,430,564.0,False,פרטי
CR5-1648000,175,230.0,True,פרטי
CR5-1656000,209,274.0,True,פרטי
CR5-3248000,359,471.0,True,פרטי
CR5-3252000,369,484.0,True,פרטי
CR5-848000,98,129.0,True,פרטי
2CH12856000,1850,2429.0,False,פרטי
2CH3252001,428,562.0,False,פרטי
2CH325640K,465,610.0,True,פרטי
2CH325640W,485,637.0,True,פרטי
2CH3260001,475,624.0,True,פרטי
2CH326030BZK,555,729.0,True,פרטי
2CH3262000,469,616.0,False,פרטי
2CH3264000,499,655.0,True,פרטי
2CH5-325200,399,524.0,False,פרטי
2CH532524000,425,558.0,True,פרטי
2CH532563602,475,624.0,True,פרטי
2CH5325636WK,465,610.0,True,פרטי
2CH5326030,549,721.0,True,פרטי
2CH5326036,475,624.0,False,פרטי
2CH53260361,469,616.0,True,פרטי
2CH5-32603800,469,616.0,False,פרטי
2CH54860361,540,709.0,True,פרטי
2CH56452400,730,958.0,False,פרטי
2CH5645240BZK,740,971.0,True,פרטי
2CH5-6456401,810,1063.0,True,פרטי
2CH56460300,975,1280.0,True,פרטי
2CH5646030BZ,979,1285.0,True,פרטי
2CH5-64603800,869,1141.0,True,פרטי
2CH56460400,865,1136.0,False,פרטי
2CH56462320,1130,1483.0,True,פרטי
2CH59656400,1190,1562.0,True,פרטי
2CH6462000,975,1280.0,True,פרטי
2CK12856402,1670,2192.0,False,פרטי
2CK325640BCW,421,553.0,True,פרטי
2CK4860004,554,727.0,True,פרטי
2CK5-325200,389,511.0,True,פרטי
2CK53256401,419,550.0,True,פרטי
2CK532601361,494,648.0,True,פרטי
2CK5326030BZ,522,685.0,True,פרטי
2CK5326036DCW,499,655.0,True,פרטי
2CK5-32603801,399,524.0,False,פרטי
2CK5326040BZ,419,550.0,True,פרטי
2CK56452402,684,898.0,True,פרטי
2CK56452410,685,899.0,True,פרטי
2CK5-646000,855,1122.0,True,פרטי
2CK5646030BZ,910,1195.0,True,פרטי
2CK5-64603801,820,1076.0,True,פרטי
2CK56460402,799,1049.0,False,פרטי
2CK6456004,769,1009.0,True,פרטי
CK5-32520040C2,389,511.0,True,פרטי
CK5-32560036C2,464,609.0,True,פרטי
CK5-64520040C2,680,893.0,True,פרטי
2CK53260365,448,588.0,True,פרטי
KV5-848100,119,156.0,False,פרטי
CR41622,129,169.0,False,פרטי
CR416321,139,182.0,True,פרטי
CR43232,275,361.0,True,פרטי
CR48266U,65,85.0,False,פרטי
CR48320,75,98.0,True,פרטי
244728,77,101.0,True,פרטי
KF4163200,159,209.0,True,פרטי
KF4323200,299,393.0,True,פרטי
KF432800,86,113.0,True,פרטי
KV4163201,155,203.0,True,פרטי
KV48322201,85,112.0,True,פרטי
NT-4163200,119,156.0,True,פרטי
NT-4163252,129,169.0,True,פרטי
NT-4323252-2,255,335.0,True,פרטי
NT-483200,63,83.0,True,פרטי
NT-483252,69,91.0,True,פרטי
SK832160,69,91.0,False,פרטי
SK162619GIS,119,156.0,False,פרטי
SK163016GIS,99,130.0,False,פרטי
SK163216GD,137,180.0,False,פרטי
SK163216GIS,129,169.0,False,פרטי
SK163616GTZNC,199,261.0,False,פרטי
SK163619GVR,149,196.0,False,פרטי
SK163619GVRB,143,188.0,False,פרטי
2CMK832161,83,109.0,True,פרטי
2CMK836181,85,112.0,False,פרטי
2CMK1630161,135,177.0,False,פרטי
2CMK1632161,149,196.0,True,פרטי
2CMK163216E,169,222.0,True,פרטי
2CMK163618,175,230.0,False,פרטי
2CMW163216,209,274.0,True,פרטי
2CMG3232161,329,432.0,True,פרטי
2CMH323216,332,436.0,True,פרטי
2CMH323216W,329,432.0,False,פרטי
2CMK3232165,295,387.0,True,פרטי
2CMK3236180,310,407.0,True,פרטי
2CMN3236181,299,393.0,False,פרטי
2CMW323216E2,329,432.0,False,פרטי
2CMW323618D,352,462.0,True,פרטי
2CMK6432162,563,739.0,True,פרטי
2CMW643216E2,554,727.0,True,פרטי
NT-381600,59,77.0,True,פרטי
SK-D3816,67,88.0,False,פרטי
KF5-325236-RAE,419,550.0,False,פרטי
CT16G48C40S5,169,222.0,False,פרטי
CT32G48C40S5,359,471.0,False,פרטי
KV5S-164801,209,274.0,False,פרטי
KV5S-324801,385,505.0,True,פרטי
24163222S,149,196.0,True,פרטי
24434,75,98.0,True,פרטי
KV48322201S,79,104.0,True,פרטי
CR41619,129,169.0,True,פרטי
CR41632S,229,301.0,False,פרטי
CR41632TS,139,182.0,True,פרטי
CR4323200S,279,366.0,True,פרטי
CR48266S,67,88.0,True,פרטי
CR4832S,75,98.0,True,פרטי
SK41632220GRS,129,169.0,False,פרטי
NT-381655,59,77.0,True,פרטי
94SSD-AG512100,695,954.0,True,פרטי
94SSD-AG512200,1139,1563.0,True,פרטי
94SSD-AG450-10,339,465.0,True,פרטי
94SSD-AG4732-21,385,528.0,True,פרטי
94SSD-AG4732-22,630,865.0,True,פרטי
CRS-P3-4004,995,1366.0,False,פרטי
KSSD-KC30100,359,493.0,True,פרטי
KSSD-KC30200,595,817.0,True,פרטי
KSSD-KC30400,1299,1783.0,True,פרטי
KSSD-SNV2S1000,249,342.0,True,פרטי
KSSD-SNV2S2000,450,618.0,True,פרטי
KSSD-SNV2S4000,890,1221.0,True,פרטי
KSSD-SNV2S500,159,218.0,True,פרטי
NT-NV701004,349,479.0,True,פרטי
NT-NV702004,599,822.0,True,פרטי
NT-NV704004,960,1318.0,True,פרטי
SSD-SM980P1T,460,631.0,True,פרטי
SSD-SM980P2T,730,1002.0,True,פרטי
SSD-SM980P500,299,410.0,False,פרטי
SSD-SM990P1T,499,685.0,True,פרטי
SSD-SM990P2T,770,1057.0,True,פרטי
SSD-SM990P4T,1430,1963.0,True,פרטי
SSD-SM9B1256,69,95.0,False,פרטי
SSD-SM-V9100,470,645.0,True,פרטי
SSD-SM-V9200,699,959.0,True,פרטי
WDS5801000,285,391.0,True,פרטי
WDS5802000,439,602.0,False,פרטי
WDS580500,159,218.0,False,פרטי
94SSD-G325-100,299,410.0,True,פרטי
94SSD-G325-200,499,685.0,True,פרטי
CRS-P3-1000,199,273.0,False,פרטי
CRS-P3-2000,464,637.0,False,פרטי
CRS-P3-4000,850,1167.0,True,פרטי
CRS-P3-500,145,199.0,False,פרטי
SSD-SM991256,69,95.0,False,פרטי
SSD-V7S1T0BW,395,542.0,True,פרטי
SSD-V7S2T0BW,640,878.0,True,פרטי
SSD-V7S500BW,219,301.0,False,פרטי
SSD-V8V1T0BW,380,522.0,True,פרטי
SSD-V8V500BW,229,314.0,True,פרטי
WDS5701000,169,232.0,False,פרטי
ADS-650-240,69,95.0,False,פרטי
CRS-500BX500,139,191.0,True,פרטי
KING-SSD240A4,99,136.0,True,פרטי
KING-SSD480A4,139,191.0,True,פרטי
KING-SSD960A4,229,314.0,True,פרטי
NT-SSD600-1T,299,410.0,True,פרטי
NT-SSD600-256,89,122.0,False,פרטי
NT-SSD600-512,159,218.0,True,פרטי
SSD-SM87E1T,429,589.0,True,פרטי
SSD-SM87E2T,665,913.0,True,פרטי
SSD-SM87E4T,1350,1853.0,True,פרטי
SSD-SM87E500,229,314.0,True,פרטי
SSD-SN-4101T0,299,410.0,False,פרטי
SSD-SN-4101T01,229,314.0,False,פרטי
SSD-SN-4102000,390,535.0,False,פרטי
SSD-SN-410241,84,115.0,False,פרטי
SSD-SN-410481,139,191.0,False,פרטי
WDS1003,190,261.0,False,פרטי
WD101PURP,999,1371.0,False,פרטי
WD102KRYZ,1099,1508.0,False,פרטי
WD10EZEX,195,268.0,False,פרטי
WD10PURZ,199,273.0,False,פרטי
WD121KRYZ,1290,1770.0,False,פרטי
WD121PURP,1090,1496.0,False,פרטי
WD142KRYZ,1299,1783.0,False,פרטי
WD181KRYZ,1900,2608.0,True,פרטי
WD181PURP,1399,1920.0,False,פרטי
WD2005FBYZ,494,678.0,False,פרטי
WD20EFPX,375,515.0,False,פרטי
WD20EZBX,259,355.0,False,פרטי
WD23PURZ,249,342.0,False,פרטי
WD4003FRYZ,699,959.0,True,פרטי
WD40EFPX,490,672.0,True,פרטי
WD40EZAX,399,548.0,False,פרטי
WD43PURZ,375,515.0,False,פרטי
WD8001PURP,799,1097.0,False,פרטי
WD8004FRYZ,995,1366.0,False,פרטי
WD80EFZZ,850,1167.0,False,פרטי
TH-2001,235,323.0,False,פרטי
ST-HD1000,139,191.0,False,פרטי
ST-HD2001,195,268.0,False,פרטי
ST-HD4000,289,397.0,False,פרטי
WD-E1000,219,301.0,False,פרטי
WD-E2000,269,369.0,False,פרטי
WD-E4001,399,548.0,False,פרטי
WD-P1001,229,314.0,True,פרטי
WD-P2001,275,377.0,True,פרטי
WD-P4001,419,575.0,True,פרטי
WD-P5001,469,644.0,True,פרטי
NT-HDX-3381,219,301.0,True,פרטי
NT-HDX-3382,269,369.0,True,פרטי
NT-HDX-3384,385,528.0,False,פרטי
NT-HDX-391,249,342.0,True,פרטי
NT-HDX-392,299,410.0,True,פרטי
KSSDX-1010,319,438.0,True,פרטי
KSSDX-1020,475,652.0,True,פרטי
NT-ZS-1001,319,438.0,True,פרטי
NT-ZS-2001,490,672.0,True,פרטי
NT-ZS-501,99,136.0,False,פרטי
NT-ZX10-1000,390,535.0,True,פרטי
NT-ZX10-2000,554,760.0,True,פרטי
SMS-SM-T7200,565,775.0,True,פרטי
SMS-T75107,330,453.0,False,פרטי
KU-DTKN51200,109,143.0,False,פרטי
KU-DTX12800,27,42.0,False,פרטי
KU-DTXM25602,59,77.0,True,פרטי
KU-DTXM6400,19,29.0,True,פרטי
KU-DTXM12801,29,38.0,True,פרטי
KH-6430,32,50.0,True,פרטי
NT-SD-P5-1280,29,45.0,False,פרטי
NT-SD-P5-2560,55,85.0,True,פרטי
22201,57,88.0,True,פרטי
22212,99,154.0,True,פרטי
22217,99,154.0,False,פרטי
AED600,47,73.0,False,פרטי
DEC-HD25S,28,43.0,True,פרטי
DEC-HD25U3G,34,53.0,False,פרטי
DEC-HDDS-U3,93,144.0,False,פרטי
EC700G,159,247.0,False,פרטי
E-HDDS2-U3,123,191.0,False,פרטי
E-HD-U3,93,144.0,False,פרטי
E-USB3-M2,52,81.0,True,פרטי
K10435,83,129.0,True,פרטי
K1696P2,89,138.0,False,פרטי
K3016CL,415,644.0,False,פרטי
K3016SD,310,481.0,False,פרטי
K35272U3,208,323.0,False,פרטי
K35274D,562,872.0,False,פרטי
NT-WH12A,49,76.0,True,פרטי
NT-WH12C,49,76.0,True,פרטי
NT-WH51A,59,92.0,True,פרטי
NT-WH51C,74,115.0,True,פרטי
NT-WK12,15,23.0,True,פרטי
NT-WK13,19,29.0,True,פרטי
NT-WK14,24,37.0,True,פרטי
USBCR3,56,87.0,True,פרטי
AN1-4000,149,213.0,True,פרטי
AN1-AX20-E,149,213.0,False,פרטי
AN1-AX51,175,251.0,True,פרטי
AN1-AX61E,189,271.0,False,פרטי
AN1-AX81E,229,328.0,True,פרטי
AN1-AX90,249,357.0,True,פרטי
AN1-C8,349,500.0,False,פרטי
AN1-C8-W,369,528.0,False,פרטי
AN1-CX200M-RE,179,256.0,True,פרטי
AN1-CX200M-REW,189,271.0,False,פרטי
AN1-DF600F,319,457.0,True,פרטי
AN1-DF700FW,339,485.0,True,פרטי
AN1-NX270TG,149,213.0,True,פרטי
AN1-NX290,159,228.0,True,פרטי
AN1-NX292,179,256.0,True,פרטי
AN1-NX292W,189,271.0,True,פרטי
AN1-NX360E,175,251.0,False,פרטי
AN1-NX410-2,219,314.0,True,פרטי
AN1-NX410W-2,229,328.0,False,פרטי
AN1-NX4160,285,408.0,True,פרטי
AN1-NX4161,295,422.0,False,פרטי
AN1-NX500MAR,175,251.0,True,פרטי
AN1-P101S,359,514.0,True,פרטי
AN1-P10F,295,422.0,False,פרטי
AN1-P120C,375,537.0,False,פרטי
AN1-P20C,319,457.0,True,פרטי
AN1-P20CE,315,451.0,False,פרטי
AN1-P20CR,339,485.0,True,פרטי
AN1-P20CW,325,465.0,True,פרטי
AN1-P5,199,285.0,True,פרטי
AN1-P7N,219,314.0,False,פרטי
AN1-P7S,259,371.0,False,פרטי
AN1-PER1,530,759.0,True,פרטי
AN1-PER1-S,520,745.0,False,פרטי
AN1-PER1-W,525,752.0,True,פרטי
AN3-FU1212,59,106.0,False,פרטי
AN3-S120R,26,47.0,False,פרטי
CLM-C5045,440,630.0,False,פרטי
CLM-C7004,950,1360.0,True,פרטי
CLM-C7025,760,1088.0,True,פרטי
210-1000D,1790,2563.0,False,פרטי
210-220TB,329,471.0,False,פרטי
210-3000251,279,400.0,True,פרטי
210-3000252,299,428.0,False,פרטי
210-3000255,359,514.0,True,פרטי
210-3000256,359,514.0,True,פרטי
210-4000200,299,428.0,True,פרטי
210-4000201,299,428.0,False,פרטי
210-4000204,440,630.0,False,פרטי
210-4000205,399,571.0,True,פרטי
210-4000240,555,795.0,True,פרטי
210-4000241,554,793.0,True,פרטי
210-5000209,399,571.0,False,פרטי
210-5000210,575,823.0,True,פרטי
210-5000211,540,773.0,False,פרטי
210-5000212,650,931.0,True,פרטי
210-5000213,650,931.0,True,פרטי
210-5000230,1180,1690.0,True,פרטי
210-5000242,799,1144.0,True,פרטי
210-7000218,970,1389.0,True,פרטי
210-7000226,1099,1574.0,False,פרטי
211-8900434,60,120.0,False,פרטי
931606,169,242.0,False,פרטי
931610,159,228.0,True,פרטי
211-8900206,60,120.0,False,פרטי
211-8900432,70,140.0,True,פרטי
211-8900433,70,140.0,False,פרטי
211-8900435,60,120.0,False,פרטי
211-8900436,60,120.0,True,פרטי
211-8900437,60,120.0,True,פרטי
211-8900489,100,200.0,True,פרטי
211-8900490,100,200.0,True,פרטי
211-8900491,100,200.0,False,פרטי
211-8900492,100,200.0,False,פרטי
211-8900501,90,180.0,True,פרטי
211-8900502,90,180.0,True,פרטי
